# Ghidra Function Export: gunman.dll
# Total functions: 2638
# Named (non-FUN_): 801
# Auto-named (FUN_): 1837
# Thunks: 2
# External: 0
# Format: address | size | refs | calling_conv | flags | name
#====================================================================================================
10037bb0 |     70 |    2 | __fastcall   | -          | FUN_10037bb0
10037c00 |    199 |    4 | __thiscall   | -          | FUN_10037c00
10037cd0 |     79 |    2 | __cdecl      | -          | func_train
10037d80 |    114 |    1 | __thiscall   | -          | FUN_10037d80
10037ef0 |    430 |    4 | __thiscall   | -          | Wait
100380a0 |    741 |    7 | __thiscall   | -          | Next
100384c0 |    267 |    1 | __fastcall   | -          | FUN_100384c0
100385e0 |    175 |    1 | __fastcall   | -          | FUN_100385e0
100386f0 |     76 |    2 | __cdecl      | -          | func_tracktrain
10038950 |     53 |    7 | __thiscall   | -          | FUN_10038950
10038b60 |    400 |    1 | __thiscall   | -          | FUN_10038b60
10038cf0 |    128 |    3 | __fastcall   | -          | FUN_10038cf0
10038d70 |    307 |    2 | __fastcall   | -          | FUN_10038d70
10038eb0 |   1486 |    7 | __thiscall   | -          | Next
10039480 |     44 |    2 | __cdecl      | -          | FUN_10039480
100394b0 |     69 |    3 | __cdecl      | -          | FUN_100394b0
10039510 |    287 |    4 | __thiscall   | -          | DeadEnd
10039630 |    202 |    1 | __thiscall   | -          | FUN_10039630
10039810 |    434 |    3 | __thiscall   | -          | Find
100399d0 |    541 |    3 | __thiscall   | -          | NearestPath
10039bf0 |     38 |    1 | __fastcall   | -          | FUN_10039bf0
10039c20 |    105 |    2 | __cdecl      | -          | FUN_10039c20
10039c90 |    427 |    1 | __fastcall   | -          | FUN_10039c90
10039e40 |    252 |    1 | __fastcall   | -          | FUN_10039e40
10039f60 |     76 |    2 | __cdecl      | -          | func_traincontrols
10039fc0 |    230 |    3 | __thiscall   | -          | Find
1003a0b0 |    122 |    1 | __fastcall   | -          | FUN_1003a0b0
1003a130 |     91 |    2 | __cdecl      | -          | func_trackchange
1003a200 |    210 |    2 | __fastcall   | -          | FUN_1003a200
1003a2e0 |     26 |    2 | __fastcall   | -          | FUN_1003a2e0
1003a450 |    670 |    4 | __thiscall   | -          | Find
1003a6f0 |    183 |    3 | __thiscall   | -          | FUN_1003a6f0
1003a7b0 |    542 |    2 | __thiscall   | -          | FUN_1003a7b0
1003a9d0 |    172 |    4 | __thiscall   | -          | GoDown
1003aa80 |    172 |    4 | __thiscall   | -          | GoUp
1003aba0 |    179 |    1 | __fastcall   | -          | FUN_1003aba0
1003ac60 |    114 |    2 | __fastcall   | -          | FUN_1003ac60
1003ace0 |    114 |    2 | __fastcall   | -          | FUN_1003ace0
1003ad60 |     91 |    2 | __cdecl      | -          | func_trackautochange
1003adc0 |    179 |    1 | __fastcall   | -          | FUN_1003adc0
1003afb0 |     79 |    2 | __cdecl      | -          | func_guntarget
1003b0b0 |    205 |    1 | __fastcall   | -          | FUN_1003b0b0
1003b240 |     15 |    3 | __thiscall   | -          | Start
1003b250 |    166 |    5 | __thiscall   | -          | Next
1003b300 |    180 |    3 | __thiscall   | -          | Wait
1003b400 |    131 |    1 | __thiscall   | -          | FUN_1003b400
1003b490 |    126 |    1 | __thiscall   | -          | FUN_1003b490
1003b510 |      9 |    4 | __fastcall   | -          | FUN_1003b510
1003b520 |    713 |    2 | __stdcall    | -          | FUN_1003b520
1003b7f0 |     79 |    2 | __cdecl      | -          | player
1003b840 |     76 |    2 | __cdecl      | -          | player_armor
1003b890 |    282 |    0 | __cdecl      | -          | FUN_1003b890
1003b9c0 |    236 |    2 | __fastcall   | -          | FUN_1003b9c0
1003bcc0 |     87 |    2 | __cdecl      | -          | FUN_1003bcc0
1003be20 |    220 |    1 | __thiscall   | -          | FUN_1003be20
1003c080 |    181 |    1 | __thiscall   | -          | FUN_1003c080
1003c6b0 |    560 |    1 | __fastcall   | -          | FUN_1003c6b0
1003c8e0 |    267 |    4 | __thiscall   | -          | FUN_1003c8e0
1003cc10 |    923 |   19 | __thiscall   | -          | FUN_1003cc10
1003d000 |   1159 |    1 | __fastcall   | -          | FUN_1003d000
1003d4a0 |     18 |    2 | __fastcall   | -          | FUN_1003d4a0
1003d4c0 |    746 |    4 | __thiscall   | -          | PlayerDeathThink
1003d7c0 |    387 |    1 | __fastcall   | -          | FUN_1003d7c0
1003d950 |    172 |    2 | __thiscall   | -          | FUN_1003d950
1003da00 |    960 |    1 | __fastcall   | -          | FUN_1003da00
1003df10 |    192 |    1 | __thiscall   | -          | FUN_1003df10
1003dfd0 |    124 |    1 | __thiscall   | -          | FUN_1003dfd0
1003e050 |   1592 |    0 | __thiscall   | -          | FUN_1003e050
1003e740 |     67 |    1 | __cdecl      | -          | FUN_1003e740
1003e7c0 |   1047 |    2 | __fastcall   | -          | FUN_1003e7c0
1003ef60 |    502 |    1 | __fastcall   | -          | FUN_1003ef60
1003f180 |    165 |    1 | __fastcall   | -          | FUN_1003f180
1003f230 |    304 |    1 | __fastcall   | -          | FUN_1003f230
1003f360 |    374 |   18 | __thiscall   | -          | FUN_1003f360
1003f4e0 |    415 |    1 | __fastcall   | -          | FUN_1003f4e0
1003f9a0 |     35 |    1 | __cdecl      | -          | FUN_1003f9a0
1003f9d0 |    111 |    1 | __cdecl      | -          | FUN_1003f9d0
1003fa40 |    767 |    2 | __cdecl      | -          | FUN_1003fa40
1003fd40 |    887 |    3 | __fastcall   | -          | FUN_1003fd40
10040190 |      1 |    1 | __stdcall    | -          | FUN_10040190
10040410 |    281 |    4 | __thiscall   | -          | FUN_10040410
10040530 |    125 |    0 | __fastcall   | -          | FUN_10040530
100405b0 |    103 |    2 | __thiscall   | -          | FUN_100405b0
10040620 |     31 |    1 | __fastcall   | -          | FUN_10040620
10040670 |    200 |    2 | __thiscall   | -          | FUN_10040670
10040890 |    156 |    2 | __thiscall   | -          | FUN_10040890
10040a20 |    147 |   58 | __thiscall   | -          | FUN_10040a20
10040ac0 |    307 |    5 | __cdecl      | -          | FUN_10040ac0
10040c00 |     13 |    2 | __fastcall   | -          | FUN_10040c00
10040c10 |    155 |    1 | __fastcall   | -          | FUN_10040c10
10040cb0 |    135 |    1 | __fastcall   | -          | FUN_10040cb0
10040d40 |     58 |    1 | __fastcall   | -          | FUN_10040d40
100410c0 |   3398 |    1 | __thiscall   | -          | FUN_100410c0
10042230 |     39 |    1 | __fastcall   | -          | FUN_10042230
10042260 |    115 |    1 | __fastcall   | -          | FUN_10042260
100422e0 |     24 |    1 | __thiscall   | -          | FUN_100422e0
10042300 |     66 |    7 | __thiscall   | -          | FUN_10042300
10042350 |    126 |    1 | __fastcall   | -          | FUN_10042350
100423d0 |     94 |    0 | __fastcall   | -          | FUN_100423d0
10042430 |     94 |    0 | __fastcall   | -          | FUN_10042430
10042ae0 |     44 |    1 | __fastcall   | -          | FUN_10042ae0
10042b10 |     41 |    3 | __thiscall   | -          | FUN_10042b10
10042b40 |   1016 |    9 | __thiscall   | -          | FUN_10042b40
10042f40 |   1648 |    1 | __thiscall   | -          | FUN_10042f40
100435b0 |    136 |    6 | __fastcall   | -          | FUN_100435b0
10043640 |     35 |    2 | __thiscall   | -          | FUN_10043640
10043670 |      7 |    1 | __fastcall   | -          | FUN_10043670
100439b0 |    132 |    2 | __thiscall   | -          | FUN_100439b0
10043a40 |    159 |    2 | __thiscall   | -          | FUN_10043a40
10043ae0 |     80 |    2 | __thiscall   | -          | FUN_10043ae0
10043b30 |    114 |    1 | __thiscall   | -          | FUN_10043b30
10043bb0 |     79 |    2 | __cdecl      | -          | monster_hevsuit_dead
10043c10 |    211 |    1 | __fastcall   | -          | FUN_10043c10
10043cf0 |     76 |    2 | __cdecl      | -          | player_togglehud
10043d40 |    118 |    1 | __stdcall    | -          | FUN_10043d40
10043dc0 |     76 |    2 | __cdecl      | -          | player_weaponstrip
10043e10 |     95 |    1 | __stdcall    | -          | FUN_10043e10
10043e70 |     76 |    2 | __cdecl      | -          | player_giveitems
10043ec0 |    490 |    1 | __thiscall   | -          | FUN_10043ec0
100440b0 |     76 |    2 | __cdecl      | -          | player_loadsaved
100442d0 |     87 |    1 | __fastcall   | -          | FUN_100442d0
10044330 |     88 |    3 | __thiscall   | -          | MessageThink
10044390 |     34 |    4 | __thiscall   | -          | LoadThink
100443c0 |    100 |    1 | __fastcall   | -          | FUN_100443c0
10044560 |     76 |    2 | __cdecl      | -          | info_intermission
10044b70 |    247 |    4 | __cdecl      | -          | FUN_10044b70
10044f90 |     45 |    2 | __cdecl      | -          | FUN_10044f90
10044fc0 |     49 |   12 | __cdecl      | -          | FUN_10044fc0
100450a0 |     59 |    3 | __cdecl      | -          | FUN_100450a0
100450e0 |     34 |    6 | __cdecl      | -          | FUN_100450e0
10045110 |     78 |   18 | __cdecl      | -          | FUN_10045110
10045180 |     37 |   15 | __cdecl      | -          | FUN_10045180
10045340 |    179 |    1 | __cdecl      | -          | FUN_10045340
10045400 |    101 |    1 | __fastcall   | -          | FUN_10045400
10045470 |    660 |    1 | __stdcall    | -          | FUN_10045470
10045710 |     94 |    2 | __cdecl      | -          | FUN_10045710
10045770 |   1734 |    3 | __cdecl      | -          | FUN_10045770
10045ef0 |     67 |    3 | __cdecl      | -          | FUN_10045ef0
10045f70 |    250 |    1 | __stdcall    | -          | FUN_10045f70
10046070 |    740 |    2 | __stdcall    | -          | FUN_10046070
10046380 |    160 |    3 | __stdcall    | -          | FUN_10046380
10046420 |    235 |    8 | __stdcall    | -          | FUN_10046420
10046510 |    159 |    4 | __cdecl      | -          | FUN_10046510
100465b0 |    121 |    1 | __stdcall    | -          | FUN_100465b0
10046630 |     93 |    2 | __stdcall    | -          | FUN_10046630
10046690 |   1248 |    6 | __stdcall    | -          | FUN_10046690
10046b70 |    157 |    1 | __cdecl      | -          | FUN_10046b70
10046c10 |   1301 |    1 | __stdcall    | -          | FUN_10046c10
10047130 |    406 |    1 | __stdcall    | -          | FUN_10047130
100472d0 |    188 |    1 | __cdecl      | -          | FUN_100472d0
10047390 |    769 |    1 | __stdcall    | -          | FUN_10047390
100476a0 |    318 |    1 | __stdcall    | -          | FUN_100476a0
100477e0 |     19 |    2 | __stdcall    | -          | FUN_100477e0
10047800 |    445 |    5 | __stdcall    | -          | FUN_10047800
100479c0 |    294 |    6 | __stdcall    | -          | FUN_100479c0
10047af0 |     77 |    3 | __cdecl      | -          | FUN_10047af0
10047b40 |     23 |    4 | __cdecl      | -          | FUN_10047b40
10047b60 |    887 |    1 | __stdcall    | -          | FUN_10047b60
10047ee0 |    200 |    1 | __cdecl      | -          | FUN_10047ee0
10047fb0 |    862 |    1 | __stdcall    | -          | FUN_10047fb0
10048310 |     31 |    1 | __cdecl      | -          | FUN_10048310
10048330 |    156 |    1 | __cdecl      | -          | FUN_10048330
100483d0 |    913 |    1 | __stdcall    | -          | FUN_100483d0
10048770 |    874 |    1 | __cdecl      | -          | FUN_10048770
10048ae0 |    197 |    1 | __stdcall    | -          | FUN_10048ae0
10048bb0 |    179 |    1 | __stdcall    | -          | FUN_10048bb0
10048c70 |     95 |    1 | __stdcall    | -          | FUN_10048c70
10048cd0 |    203 |    2 | __cdecl      | -          | FUN_10048cd0
10048da0 |    779 |    1 | __stdcall    | -          | FUN_10048da0
100490b0 |    174 |    1 | __stdcall    | -          | FUN_100490b0
10049160 |    846 |    3 | __stdcall    | -          | FUN_10049160
100494c0 |    610 |    1 | __stdcall    | -          | FUN_100494c0
10049730 |    428 |    1 | __stdcall    | -          | FUN_10049730
100498e0 |    222 |    2 | __stdcall    | -          | FUN_100498e0
100499d0 |    151 |    1 | __cdecl      | -          | FUN_100499d0
10049a70 |     75 |    1 | __cdecl      | -          | FUN_10049a70
10049ac0 |    547 |    1 | __stdcall    | -          | FUN_10049ac0
10049cf0 |    237 |    1 | __stdcall    | -          | FUN_10049cf0
10049de0 |   1060 |    1 | __cdecl      | -          | FUN_10049de0
1004a230 |    539 |    1 | __stdcall    | -          | FUN_1004a230
1004a520 |     21 |    6 | __fastcall   | -          | FUN_1004a520
1004a540 |     27 |    1 | __fastcall   | -          | FUN_1004a540
1004a560 |    240 |   11 | __thiscall   | -          | FUN_1004a560
1004a650 |     47 |    1 | __fastcall   | -          | FUN_1004a650
1004a680 |     23 |    4 | __fastcall   | -          | FUN_1004a680
1004a6a0 |     33 |    1 | __fastcall   | -          | FUN_1004a6a0
1004a6d0 |    467 |    1 | __fastcall   | -          | FUN_1004a6d0
1004a8b0 |   1621 |  147 | __thiscall   | -          | FUN_1004a8b0
1004afc0 |     97 |    5 | __fastcall   | -          | FUN_1004afc0
1004b030 |   4640 |  150 | __thiscall   | -          | FUN_1004b030
1004c3d0 |     30 |    4 | __fastcall   | -          | FUN_1004c3d0
1004c3f0 |    710 |  145 | __fastcall   | -          | FUN_1004c3f0
1004ca60 |     80 |    2 | __cdecl      | -          | scripted_sequence
1004cab0 |     91 |    2 | __cdecl      | -          | aiscripted_sequence
1004cba0 |     19 |    4 | __fastcall   | -          | FUN_1004cba0
1004cc00 |     90 |    2 | __fastcall   | -          | FUN_1004cc00
1004cca0 |    473 |    1 | __fastcall   | -          | FUN_1004cca0
1004d330 |    153 |    4 | __thiscall   | -          | CineThink
1004d3d0 |    165 |    1 | __thiscall   | -          | FUN_1004d3d0
1004d480 |    168 |    1 | __thiscall   | -          | FUN_1004d480
1004d530 |     83 |    4 | __thiscall   | -          | FUN_1004d530
1004d600 |     46 |    2 | __fastcall   | -          | FUN_1004d600
1004d630 |     25 |    2 | __thiscall   | -          | FUN_1004d630
1004d650 |     47 |    2 | __fastcall   | -          | FUN_1004d650
1004d6a0 |    232 |    2 | __cdecl      | -          | FUN_1004d6a0
1004d790 |    166 |    3 | __fastcall   | -          | FUN_1004d790
1004d840 |    315 |    3 | __thiscall   | -          | FUN_1004d840
1004dae0 |    809 |    5 | __fastcall   | -          | FUN_1004dae0
1004de70 |     79 |    2 | __cdecl      | -          | scripted_sentence
1004e280 |    119 |    5 | __thiscall   | -          | FindThink
1004e300 |     51 |    3 | __thiscall   | -          | DelayThink
1004e340 |    178 |    2 | __thiscall   | -          | FUN_1004e340
1004e400 |    309 |    1 | __fastcall   | -          | FUN_1004e400
1004e540 |    334 |    1 | __thiscall   | -          | FUN_1004e540
1004e690 |     79 |    2 | __cdecl      | -          | monster_furniture
1004e710 |    202 |    1 | __fastcall   | -          | FUN_1004e710
1004e800 |     18 |    1 | __fastcall   | -          | FUN_1004e800
1004ebd0 |     89 |   80 | __cdecl      | -          | FUN_1004ebd0
1004ec30 |     79 |    2 | __cdecl      | -          | ambient_generic
1004ecf0 |    269 |    1 | __fastcall   | -          | FUN_1004ecf0
1004ee00 |    186 |    1 | __fastcall   | -          | FUN_1004ee00
1004eec0 |    875 |    3 | __thiscall   | -          | RampThink
1004f230 |    422 |    2 | __fastcall   | -          | FUN_1004f230
1004f3e0 |    535 |    3 | __thiscall   | -          | ToggleUse
1004fbf0 |     76 |    2 | __cdecl      | -          | env_sound
1004fd50 |    420 |    2 | __cdecl      | -          | FUN_1004fd50
10050110 |    102 |    2 | __cdecl      | -          | FUN_10050110
10050180 |    271 |    1 | __cdecl      | -          | FUN_10050180
10050290 |    304 |    2 | __cdecl      | -          | FUN_10050290
100503c0 |    114 |    3 | __cdecl      | -          | FUN_100503c0
10050440 |    104 |    1 | __cdecl      | -          | FUN_10050440
100504b0 |    143 |   13 | __cdecl      | -          | FUN_100504b0
10050540 |    134 |    2 | __cdecl      | -          | FUN_10050540
100506c0 |    775 |    1 | __stdcall    | -          | FUN_100506c0
100509d0 |    176 |    3 | __thiscall   | -          | FUN_100509d0
10050a80 |    129 |  489 | __thiscall   | -          | FUN_10050a80
10050b10 |    110 |    1 | __cdecl      | -          | FUN_10050b10
10050b80 |    108 |    1 | __cdecl      | -          | FUN_10050b80
10050bf0 |    108 |    1 | __cdecl      | -          | FUN_10050bf0
10050c60 |    145 |    4 | __cdecl      | -          | FUN_10050c60
10050d00 |    471 |    1 | __stdcall    | -          | FUN_10050d00
10050ee0 |     68 |    6 | __cdecl      | -          | FUN_10050ee0
10050f30 |   1289 |    1 | __cdecl      | -          | FUN_10050f30
10051480 |     76 |    2 | __cdecl      | -          | speaker
10051540 |    191 |    1 | __fastcall   | -          | FUN_10051540
10051600 |     53 |    1 | __fastcall   | -          | FUN_10051600
10051640 |    373 |    3 | __thiscall   | -          | SpeakerThink
100517f0 |    135 |    3 | __thiscall   | -          | ToggleUse
10051880 |    110 |    1 | __thiscall   | -          | FUN_10051880
100518f0 |     79 |    2 | __cdecl      | -          | soundent
10051940 |     50 |    1 | __fastcall   | -          | FUN_10051940
10051980 |     44 |    2 | __fastcall   | -          | FUN_10051980
100519b0 |     12 |    2 | __fastcall   | -          | FUN_100519b0
100519c0 |     12 |    1 | __fastcall   | -          | FUN_100519c0
100519d0 |     46 |    2 | __fastcall   | -          | FUN_100519d0
10051ac0 |     83 |    1 | __cdecl      | -          | FUN_10051ac0
10051b20 |     55 |    2 | __fastcall   | -          | FUN_10051b20
10051b60 |    131 |   45 | __cdecl      | -          | FUN_10051b60
10051bf0 |    185 |    1 | __fastcall   | -          | FUN_10051bf0
10051cb0 |     77 |    4 | __thiscall   | -          | FUN_10051cb0
10051d00 |     17 |    1 | __stdcall    | -          | FUN_10051d00
10051d40 |     72 |    8 | __cdecl      | -          | FUN_10051d40
10051d90 |     16 |    3 | __cdecl      | -          | FUN_10051d90
10051db0 |     41 |    1 | __fastcall   | -          | FUN_10051db0
10051df0 |    226 |    1 | __fastcall   | -          | FUN_10051df0
10051ee0 |     67 |    1 | __fastcall   | -          | FUN_10051ee0
10051f60 |     48 |    9 | __thiscall   | -          | FUN_10051f60
10051f90 |     48 |    9 | __thiscall   | -          | FUN_10051f90
10051fc0 |    152 |   12 | __thiscall   | -          | FUN_10051fc0
10052060 |     79 |    3 | __fastcall   | -          | FUN_10052060
100520c0 |     69 |   13 | __thiscall   | -          | FUN_100520c0
10052110 |     50 |   13 | __fastcall   | -          | FUN_10052110
10052150 |    179 |    2 | __thiscall   | -          | FUN_10052150
10052210 |     81 |    2 | __thiscall   | -          | FUN_10052210
10052270 |     53 |    1 | __fastcall   | -          | FUN_10052270
100522b0 |     53 |    1 | __fastcall   | -          | FUN_100522b0
100522f0 |    257 |    1 | __thiscall   | -          | FUN_100522f0
10052400 |     88 |    0 | __fastcall   | -          | FUN_10052400
10052460 |    763 |    1 | __thiscall   | -          | FUN_10052460
10052760 |    117 |   16 | __fastcall   | -          | FUN_10052760
100527e0 |    208 |   16 | __fastcall   | -          | FUN_100527e0
100528b0 |    804 |    5 | __fastcall   | -          | FUN_100528b0
10052be0 |     77 |   16 | __fastcall   | -          | FUN_10052be0
10052c30 |     53 |   16 | __thiscall   | -          | FUN_10052c30
10052c70 |    140 |    1 | __fastcall   | -          | FUN_10052c70
10052d00 |    143 |    3 | __thiscall   | -          | FUN_10052d00
10052d90 |     26 |   12 | __thiscall   | -          | FUN_10052d90
10052de0 |     76 |    2 | __cdecl      | -          | info_null
10052e30 |     76 |    2 | __cdecl      | -          | info_player_deathmatch
10052e80 |     76 |    2 | __cdecl      | -          | info_player_start
10052ed0 |     76 |    2 | __cdecl      | -          | info_landmark
10052f20 |    117 |    1 | __thiscall   | -          | FUN_10052f20
10052fc0 |    103 |    2 | __fastcall   | -          | FUN_10052fc0
10053030 |     77 |   57 | __thiscall   | -          | SUB_Remove
10053080 |      1 |   12 | __thiscall   | -          | SUB_DoNothing
10053090 |     48 |   12 | __thiscall   | -          | FUN_10053090
100530c0 |     48 |   12 | __thiscall   | -          | FUN_100530c0
100530f0 |    190 |   34 | __thiscall   | -          | FUN_100530f0
100531b0 |     55 |   12 | __thiscall   | -          | FUN_100531b0
100531f0 |    164 |   44 | __cdecl      | -          | FUN_100531f0
100532a0 |     76 |    2 | __cdecl      | -          | DelayedUse
100532f0 |    514 |   33 | __thiscall   | -          | FUN_100532f0
10053500 |    258 |    8 | __cdecl      | -          | FUN_10053500
10053610 |     84 |    3 | __thiscall   | -          | DelayThink
10053670 |     48 |   26 | __thiscall   | -          | FUN_10053670
100536a0 |     48 |   26 | __thiscall   | -          | FUN_100536a0
100536d0 |    356 |   12 | __thiscall   | -          | FUN_100536d0
10053840 |    243 |    9 | __thiscall   | -          | FUN_10053840
10053940 |     81 |    4 | __thiscall   | -          | LinearMoveDone
100539a0 |     55 |    0 | __fastcall   | -          | FUN_100539a0
100539e0 |    243 |    6 | __thiscall   | -          | FUN_100539e0
10053ae0 |     85 |    4 | __thiscall   | -          | AngularMoveDone
10053b70 |    174 |    5 | __cdecl      | -          | FUN_10053b70
10053c20 |     55 |    4 | __cdecl      | -          | FUN_10053c20
10053d30 |     48 |    4 | __thiscall   | -          | FUN_10053d30
10053d60 |     48 |    4 | __thiscall   | -          | FUN_10053d60
10053d90 |     38 |    4 | __thiscall   | -          | FUN_10053d90
10053dc0 |     66 |    4 | __thiscall   | -          | FUN_10053dc0
10053e10 |    823 |    4 | __thiscall   | -          | FUN_10053e10
100541b0 |    826 |    4 | __thiscall   | -          | FUN_100541b0
10054520 |    120 |    5 | __thiscall   | -          | FUN_10054520
100545a0 |    225 |    6 | __thiscall   | -          | FUN_100545a0
10054690 |     92 |    1 | __fastcall   | -          | FUN_10054690
100546f0 |     74 |    2 | __fastcall   | -          | FUN_100546f0
10054740 |    122 |    2 | __thiscall   | -          | FUN_10054740
100547c0 |    113 |    0 | __fastcall   | -          | FUN_100547c0
10054840 |    111 |    4 | __thiscall   | -          | FUN_10054840
100548b0 |     21 |    3 | __fastcall   | -          | FUN_100548b0
100548d0 |    530 |    8 | __thiscall   | -          | FUN_100548d0
10054af0 |     26 |   14 | __fastcall   | -          | FUN_10054af0
10054b90 |     61 |    2 | __fastcall   | -          | FUN_10054b90
10054bd0 |    426 |   10 | __fastcall   | -          | FUN_10054bd0
10054da0 |     93 |    1 | __fastcall   | -          | FUN_10054da0
10054e00 |    206 |    3 | __fastcall   | -          | FUN_10054e00
10054ed0 |    161 |    8 | __thiscall   | -          | FUN_10054ed0
10054f80 |    784 |    1 | __fastcall   | -          | FUN_10054f80
100553b0 |     60 |    3 | __thiscall   | -          | FUN_100553b0
100553f0 |     43 |    5 | __thiscall   | -          | FUN_100553f0
10055420 |    113 |    5 | __thiscall   | -          | FUN_10055420
100554a0 |    603 |    8 | __thiscall   | -          | FUN_100554a0
10055750 |     29 |    8 | __fastcall   | -          | FUN_10055750
10055790 |    158 |    2 | __fastcall   | -          | FUN_10055790
10055830 |     54 |    5 | __thiscall   | -          | FUN_10055830
10055870 |    197 |    5 | __thiscall   | -          | FUN_10055870
10055940 |    159 |    1 | __thiscall   | -          | FUN_10055940
100559e0 |    112 |    1 | __fastcall   | -          | FUN_100559e0
10055a50 |    178 |    2 | __thiscall   | -          | FollowerUse
10055b10 |    198 |    4 | __thiscall   | -          | FUN_10055b10
10055be0 |     61 |    4 | __fastcall   | -          | FUN_10055be0
10055c20 |    220 |    1 | __fastcall   | -          | FUN_10055c20
10055f30 |    196 |    1 | __thiscall   | -          | FUN_10055f30
100561b0 |    252 |    1 | __thiscall   | -          | FUN_100561b0
100564b0 |    212 |    1 | __thiscall   | -          | FUN_100564b0
10056590 |     43 |    1 | __thiscall   | -          | FUN_10056590
100565d0 |     86 |    1 | __thiscall   | -          | FUN_100565d0
10056630 |    122 |    1 | __thiscall   | -          | FUN_10056630
10056780 |     76 |    1 | __thiscall   | -          | FUN_10056780
10056830 |    169 |    1 | __fastcall   | -          | FUN_10056830
100568e0 |    409 |    7 | __fastcall   | -          | FUN_100568e0
10056a80 |     76 |    2 | __cdecl      | -          | func_friction
10056b40 |     76 |    1 | __fastcall   | -          | FUN_10056b40
10056b90 |     35 |    3 | __thiscall   | -          | ChangeFriction
10056bc0 |    116 |    1 | __thiscall   | -          | FUN_10056bc0
10056c40 |     76 |    2 | __cdecl      | -          | trigger_auto
10056e20 |     51 |    1 | __fastcall   | -          | FUN_10056e20
10056e60 |     76 |    2 | __cdecl      | -          | trigger_multipleauto
10057040 |     42 |    1 | __fastcall   | -          | FUN_10057040
10057070 |     76 |    2 | __cdecl      | -          | trigger_relay
10057130 |    156 |    1 | __thiscall   | -          | FUN_10057130
100571e0 |     40 |    1 | __fastcall   | -          | FUN_100571e0
10057210 |     79 |    2 | __cdecl      | -          | multi_manager
100574b0 |    224 |    4 | __thiscall   | -          | ManagerThink
10057590 |    177 |    1 | __fastcall   | -          | FUN_10057590
10057650 |    109 |    4 | __thiscall   | -          | ManagerUse
100576c0 |     76 |    2 | __cdecl      | -          | env_render
10057720 |    211 |    1 | __fastcall   | -          | FUN_10057720
10057800 |     79 |    2 | __cdecl      | -          | trigger
10057860 |    170 |   10 | __fastcall   | -          | FUN_10057860
10057910 |    288 |   15 | __thiscall   | -          | FUN_10057910
10057a30 |     79 |    2 | __cdecl      | -          | trigger_hurt
10057a80 |     79 |    2 | __cdecl      | -          | trigger_monsterjump
10057ad0 |     98 |    1 | __fastcall   | -          | FUN_10057ad0
10057b40 |     41 |    1 | __fastcall   | -          | FUN_10057b40
10057c20 |     79 |    2 | __cdecl      | -          | trigger_cdaudio
10057c70 |     30 |    1 | __thiscall   | -          | FUN_10057c70
10057cb0 |    117 |    2 | __cdecl      | -          | FUN_10057cb0
10057d30 |     41 |    2 | __fastcall   | -          | FUN_10057d30
10057d60 |     76 |    2 | __cdecl      | -          | target_cdaudio
10057db0 |    116 |    1 | __thiscall   | -          | FUN_10057db0
10057e80 |    117 |    1 | __fastcall   | -          | FUN_10057e80
10057f00 |     34 |    2 | __fastcall   | -          | FUN_10057f00
10057f30 |    136 |    1 | __fastcall   | -          | FUN_10057f30
10057fc0 |    835 |    3 | __thiscall   | -          | RadiationThink
10058310 |     88 |    5 | __thiscall   | -          | ToggleUse
10058370 |    503 |    3 | __thiscall   | -          | HurtTouch
10058570 |     79 |    2 | __cdecl      | -          | trigger_multiple
100585c0 |     42 |    2 | __fastcall   | -          | FUN_100585c0
100585f0 |     79 |    2 | __cdecl      | -          | trigger_once
10058650 |    147 |    3 | __thiscall   | -          | MultiTouch
100586f0 |    484 |    2 | __thiscall   | -          | FUN_100586f0
100588e0 |      8 |    3 | __thiscall   | -          | MultiWaitOver
100588f0 |    305 |    3 | __thiscall   | -          | CounterUse
10058a30 |     79 |    2 | __cdecl      | -          | trigger_counter
10058ab0 |     76 |    2 | __cdecl      | -          | trigger_transition
10058b00 |     83 |    1 | __fastcall   | -          | FUN_10058b00
10058b60 |     76 |    2 | __cdecl      | -          | fireanddie
10058c00 |     24 |    1 | __fastcall   | -          | FUN_10058c00
10058c20 |     79 |    2 | __cdecl      | -          | trigger_changelevel
10058eb0 |    212 |    1 | __fastcall   | -          | FUN_10058eb0
10058f90 |     59 |    2 | __thiscall   | -          | ExecuteChangeLevel
10058fd0 |    158 |    2 | __cdecl      | -          | FUN_10058fd0
10059070 |     13 |    3 | __thiscall   | -          | UseChangeLevel
10059080 |    513 |    2 | __thiscall   | -          | FUN_10059080
10059290 |    158 |    3 | __thiscall   | -          | TouchChangeLevel
10059330 |    259 |    1 | __cdecl      | -          | FUN_10059330
10059440 |     19 |    1 | __stdcall    | -          | FUN_10059440
10059460 |    250 |    2 | __cdecl      | -          | FUN_10059460
10059560 |    623 |    1 | __stdcall    | -          | FUN_10059560
10059940 |     79 |    2 | __cdecl      | -          | func_ladder
100599a0 |    101 |    1 | __fastcall   | -          | FUN_100599a0
10059a10 |     65 |    1 | __fastcall   | -          | FUN_10059a10
10059a60 |     79 |    2 | __cdecl      | -          | trigger_push
10059ac0 |    147 |    1 | __fastcall   | -          | FUN_10059ac0
10059d10 |    400 |    3 | __thiscall   | -          | TeleportTouch
10059ea0 |     79 |    2 | __cdecl      | -          | trigger_teleport
